PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	620	4.613315	4.649893	4.861977	432.2809	201874.984375	879045.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	164.5997	432.28088:228956 433.28445:39504 434.28677:8275 436.54578:3116 437.2363:34186	
1	Unknown	656	4.63526	4.91322	5.081383	476.3069	245605.34375	1291638.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	292.1599	476.30695:285225 477.31036:61723 477.3624:3725 478.31216:13001 481.26251:38953	
2	Unknown	680	4.744962	5.088696	5.476316	218.2114	6295020.5	34025008	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10607.42	217.98738:5166 218.01097:6366 218.15309:2253 218.16649:3903 218.17001:3833 218.17349:3422 218.18042:6773 218.18327:3709 218.18799:16199 218.19223:9335 218.19411:6075 218.19728:11468 218.19984:25754 218.20438:49238 218.21144:6862536 218.21758:72367 218.22121:30930 218.22525:15500 218.22714:10405 218.2301:9635 218.2327:10622 218.23689:7735 218.23982:7706 218.24153:3271 218.24475:4348 218.24693:4952 218.24982:4226 218.25172:4516 218.25423:4926 218.28848:3920 218.49104:2985 218.58577:5278 218.63193:3041 218.99506:95085 219.01735:5863 219.21477:879576 219.22072:13217 219.94855:2405 219.99884:3759 220.04913:26268 220.21382:14656 220.2187:40008 220.9955:8347 222.11273:5289 223.02116:4475	
3	Unknown	680	4.832722	5.088696	5.337373	219.2148	814141.9375	4377407	null	[M+H]+	M + 1	isotope of 2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1151.078	218.99506:95085 219.01735:5863 219.21477:879576 219.22072:13217 219.94855:2405 219.99884:3759 220.04913:26268 220.21382:14656 220.2187:40008 220.9955:8347 222.11273:5289 223.02116:4475 223.98065:4016	
4	Unknown	688	4.898543	5.147207	5.388728	188.201	151194.875	873018.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3023.897	187.97711:2607 188.00073:10623 188.05482:2941 188.0918:7926 188.20102:166356 188.9846:4814 189.20436:14698 190.00108:9017 191.00032:8307 191.02275:9817 191.04964:9601 191.99626:3093 192.96181:36215 192.97951:9668	
5	Unknown	689	4.905865	5.154518	5.256918	520.3333	192963.015625	883901.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	289.7346	520.33331:222733 521.33655:54521 522.34021:6777 525.14056:2811 525.28864:22392	
6	Unknown	700	5.154518	5.234968	5.5569	174.1855	822710.25	4348537	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16445.42	173.96121:53642 173.97223:19209 173.98511:11175 173.99832:4548 174.02902:2835 174.07622:17513 174.16879:1987 174.17084:2871 174.17331:2548 174.18546:941732 174.18971:4696 174.19252:3458 174.19731:3646 174.30565:2489 174.95721:3309 174.95837:3550 174.96059:3560 174.96902:1010598 175.04536:20224 175.1888:100800 175.97214:40283 175.98485:2519 175.99724:3666 176.092:8162 176.1924:4091 176.89409:3429 176.96959:30502 176.9846:8678 176.98932:5302 177.00763:2499 177.034:297744 177.96732:20130 177.99248:131594 178.03746:15463 178.96483:12757 178.99582:7213 179.00031:36674 179.03812:3032 179.07761:2347	
7	Unknown	718	5.147207	5.366632	5.505573	564.3599	142561.078125	603365.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	190.8166	564.35992:162726 565.36353:48126 565.9151:3189 566.36481:4455 567.90027:2476 569.31512:18693	
8	Unknown	745	5.337373	5.56408	5.67379	608.386	102442.703125	394987.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	151.7367	608.18622:3025 608.38599:125122 609.38959:35841 610.3916:6632 613.34088:10012	
9	Unknown	756	5.388728	5.644578	5.893301	234.2065	713534.875	3496561.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14270.7	233.98196:6432 234.01903:6647 234.02638:16195 234.19901:4013 234.20648:791840 234.9902:9062 235.01376:11854 235.02565:3793 235.16974:2510 235.20976:107602 236.02168:231294 236.21458:3873 236.46918:2141 236.91554:2597 236.9951:2602 237.02553:16521 238.022:21527 239.02013:9154 239.0889:2892 239.14922:3421	
10	Unknown	829	5.98096	6.17842	6.273499	207.1593	169756.859375	599257.75	null	[M+H]+	M + 0	similar chromatogram in higher mz_11	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	277.5668	206.81787:2412 206.99516:60627 207.15927:205556 207.99883:3068 208.1626:27047 208.99559:13068 209.07884:3586 209.99361:4080 210.1102:5338 210.96887:2912 210.99078:5137 211.13322:3145 211.97726:20648	
11	Unknown	829	6.083412	6.17842	6.310067	229.1412	188024.921875	675043.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	135.4014	229.11864:7958 229.1412:222894 230.1445:27333 232.04977:8016 232.19093:16685 232.22711:3368 233.04776:2343 233.0788:2705 233.959:3236 234.0193:5090 234.02637:18666	
12	Unknown	829	5.988268	6.17842	6.397945	331.2595	177261.515625	697269.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3545.23	331.00253:6447 331.173:12363 331.25949:197209 332.26282:35734 332.93625:7203	
13	Unknown	841	6.054101	6.26624	6.478277	243.0878	169840.421875	634937.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	164.4333	243.0316:8990 243.08784:192077 244.09123:23472 247.01398:7672 247.14407:8924 248.02173:49010	
14	Unknown	892	6.48564	6.639243	6.748897	341.2438	127366.078125	557648.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	117.8794	341.24384:159264 342.24704:33545 342.91855:2743 343.25101:2852 344.22766:3702 345.18881:2860	
15	Unknown	914	6.48564	6.800086	7.121871	246.2427	3680455.5	19632604	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73609.11	246.02614:4304 246.17105:2663 246.21437:5087 246.21774:5571 246.22273:6768 246.22612:5703 246.231:17186 246.24272:3968854 246.25688:12475 246.26051:3838 246.26532:5913 246.29144:5246 246.69199:5681 246.72101:2820 247.01375:3431 247.24602:638749 248.02155:42785 248.24974:34241 248.89275:2767 249.02502:3148 250.92715:2428 250.99957:4407 251.14014:2867	
16	Unknown	914	6.514843	6.800086	7.187695	247.246	559695.3125	2909710.5	null	[M+H]+	M + 1	isotope of 15	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.62421	247.01375:3431 247.24602:638749 248.02155:42785 248.24974:34241 248.89275:2767 249.02502:3148 250.92715:2428 250.99957:4407 251.14014:2867	
17	Unknown	922	6.595348	6.858583	7.18043	216.2323	107198.40625	634167.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2143.968	215.9959:7535 216.0871:2836 216.2323:124125 216.97983:2530 216.99998:3764 217.08131:2486 217.10791:6799 217.2356:17007 218.01099:2779 218.99521:62055 219.01762:4883 220.00214:3089 220.04932:46932 220.11798:2886 220.99553:6489 221.11765:3588	
18	Unknown	934	6.865897	6.946345	7.187695	202.2167	425166.125	2323665.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8477.531	201.99295:38945 202.21672:463538 202.99263:3823 202.99715:2805 203.02307:12111 203.22006:58960 203.99297:3492 204.07193:6615 205.00066:3472 205.98749:18843 206.7962:2388 206.99521:56589	
19	Unknown	961	7.056063	7.143862	7.385173	227.1255	231752.75	1136981.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	141.1309	227.1255:252897 227.96933:4052 228.12872:23416 229.11833:6281 232.04974:8096	
20	Unknown	973	6.99759	7.231582	7.436419	262.2378	309428.78125	1506811.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6188.576	262.23782:332423 262.95914:7493 262.98154:9867 263.24112:51568 264.24448:2942 264.86469:4147 265.17981:2875 266.17163:2584 266.99045:2466 267.12015:3209 267.19547:5217	
21	Unknown	1014	7.260837	7.531432	7.743637	325.2489	324524.46875	1275349.625	null	[M+H]+	M + 0	similar chromatogram in higher mz_22	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	397.1275	325.24887:371951 326.25226:71264 327.00851:17322 327.25537:8945 329.00528:18655 329.17657:2226 329.19275:3792 330.00851:2304	
22	Unknown	1014	7.290133	7.531432	7.604568	347.2309	241757.96875	871350.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	337.7739	347.23087:269674 348.23422:54378 348.9903:8050 349.23727:3919 350.11792:3354 350.8649:2416 350.98767:6959	
23	Unknown	1027	7.553373	7.626508	7.831288	213.1462	169896.390625	877756.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	120.7903	213.05516:2551 213.07347:4223 213.14618:195505 213.97437:4899 213.97929:2631 214.06874:2942 214.14963:19835 214.18044:14602 215.93105:2657 215.99574:2990 216.23235:2630 217.10376:5907 217.10825:5113	
24	Unknown	1042	7.370547	7.736217	8.101903	259.0602	7232222.5	33062368	null	[M+H]+	M + 0	similar chromatogram in higher mz_26; similar chromatogram in higher mz_27; similar chromatogram in higher mz_28; similar chromatogram in higher mz_29	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10955.97	259.00082:4912 259.00726:4589 259.01077:8409 259.01675:8115 259.01974:7904 259.02576:4577 259.02963:5999 259.03235:16134 259.04123:26041 259.04492:25184 259.05115:42913 259.06015:8000419 259.06775:64724 259.07294:27676 259.08102:26479 259.09042:14297 259.09332:7677 259.09668:5329 259.10629:8276 259.10876:3318 259.13507:3569 259.13803:3977 259.14096:5319 259.14679:3963 259.54514:6293 259.5799:2332 260.02197:5911 260.04813:5051 260.05109:4543 260.05432:5242 260.06351:1256629 260.0712:10867 261.06726:69598 261.13098:4686 262.06738:14870 262.28625:2323 262.98166:4560 263.03479:2616 263.14041:3103	
25	Unknown	1042	7.465621	7.736217	7.940995	260.0635	1129471	5040919	null	[M+H]+	M + 1	isotope of 24	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22589.42	259.5799:2332 260.02197:5911 260.04813:5051 260.05109:4543 260.05432:5242 260.06351:1256629 260.0712:10867 261.06726:69598 261.13098:4686 262.06738:14870 262.28625:2323 262.98166:4560 263.03479:2616 263.14041:3103	
26	Unknown	1042	7.553373	7.736217	7.860552	281.0422	100349.5625	347945	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2006.991	281.04221:116827 281.65833:2427 282.04544:18196 282.09433:2340 283.15161:4265 285.10858:2795	
27	Unknown	1042	7.472971	7.736217	7.926377	345.0058	367174.625	1727026.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7343.492	345.00577:404311 345.08066:4162 346.00919:61341 347.00604:82139 347.23093:5242 348.00189:9784 348.01157:8816 348.23407:3098 348.99115:6501 349.00156:22953 350.00476:5797	
