PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	657	4.613343	4.920513	5.125295	476.3069	131918.890625	868310.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	133.8567	476.30688:141166 477.31049:33192 478.3129:5952 481.26242:27148	
1	Unknown	678	4.847377	5.0741	5.271574	218.2116	272239.40625	1308514.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5444.788	217.98695:5798 217.99539:3403 218.10248:10051 218.21159:318117 218.99512:65317 219.01778:8342 219.03156:3019 219.21489:35213 220.00348:2566 220.04933:52437 220.1176:2695 220.99533:9343 221.05298:3661 221.99359:3682 222.11241:10081 222.99069:2742 223.02194:3728	
2	Unknown	687	4.891262	5.13993	5.38128	188.201	143891.703125	812820.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2877.834	188.00067:6505 188.09187:5399 188.20102:172441 189.20432:16824 190.00098:10197 190.10727:3154 191.0229:6633 191.04953:7181 191.1432:2329 191.99644:2938 192.96169:19331 192.97964:7045	
3	Unknown	689	4.891262	5.154548	5.271574	520.3332	161713.03125	807260.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	227.671	520.33319:173388 521.33685:33245 522.3382:7214 522.80151:3297 525.28839:20976	
4	Unknown	698	4.920513	5.220493	5.534915	174.1854	579496.9375	2945011.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11589.94	173.96115:37954 173.97183:11536 173.99817:4380 174.02937:2490 174.0762:26553 174.17812:3440 174.18037:4152 174.18538:656489 174.96381:5286 174.96895:513028 174.97342:4058 174.99045:2604 175.00493:2559 175.03651:2446 175.04527:19315 175.18875:65141 175.25055:2462 175.97202:24801 175.99733:4156 176.09186:17474 176.18883:2465 176.9693:28909 176.98463:4191 176.9895:8328 177.03392:249201 177.03828:2384 177.0547:2212 177.96716:15327 177.99239:85779 178.03728:15854 178.96477:9781 178.99579:6987 179.00018:22082	
5	Unknown	718	5.088727	5.36665	5.55692	564.3596	145002.796875	655360.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	263.0679	564.35956:155415 564.57916:2301 564.64111:2515 565.36279:47662 566.36591:6005 566.93793:2269 568.13391:3654 568.89661:2704 569.31494:17926	
6	Unknown	728	5.25694	5.439793	5.651873	317.2438	62122.34375	239475.421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1242.447	316.90558:3493 316.96332:3958 317.15735:8867 317.24384:65150 318.2475:11232	
7	Unknown	736	5.373958	5.498337	5.542175	299.1103	104963.6640625	373604.15625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	84.16191	299.07611:2879 299.11032:115306 300.11353:12936	
8	Unknown	745	5.322765	5.56411	5.746955	608.3857	106290.9765625	443951	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	172.948	608.38574:118999 609.38916:39318 610.39185:3972 613.18762:2470 613.33997:12833	
9	Unknown	747	5.30083	5.578738	5.871284	241.2037	92623.703125	604406.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1852.474	240.97729:5144 241.20372:98765 241.70558:26283 244.28139:2197 244.56229:2111 245.07591:2397	
