PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	619	4.343152	4.643007	4.77465	432.2805	227855.296875	1504339.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	213.5853	432.26285:3380 432.28046:252247 433.28397:50150 434.28574:7871 437.2359:70353	
1	Unknown	656	4.635692	4.913668	5.052688	476.3067	259403.390625	1414178.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	332.0908	476.30667:281621 476.7742:2344 477.31018:62851 478.31247:9820 481.26205:59044	
2	Unknown	677	4.760022	5.067204	5.381678	218.2116	1809544.5	8539567	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36190.89	217.98714:5128 218.06064:2330 218.10243:13136 218.17653:3100 218.20001:3220 218.20213:7096 218.21158:1999976 218.21901:14518 218.99515:43210 219.01779:8559 219.20897:10478 219.21489:248762 219.99867:2949 220.00363:3241 220.04935:50982 220.21368:4684 220.21884:10692 220.9958:10290 221.05296:3397 221.9933:3009 222.11255:3946 223.02194:3475	
3	Unknown	677	4.840527	5.067204	5.34511	219.2149	230606.578125	1069986.875	null	[M+H]+	M + 1	isotope of 2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	381.2853	218.99515:43210 219.01779:8559 219.20897:10478 219.21489:248762 219.99867:2949 220.00363:3241 220.04935:50982 220.21368:4684 220.21884:10692 220.9958:10290 221.05296:3397 221.9933:3009 222.11255:3946 223.02194:3475	
4	Unknown	685	4.898993	5.125702	5.315918	188.201	94682.921875	495662.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1893.658	188.00076:2685 188.09207:7503 188.20102:103527 189.03397:4637 189.20428:12970 190.00087:8481 191.02271:8302 191.04996:3766 191.07025:3030 191.17923:2552 191.996:2842 192.9617:14335 192.97952:6556	
5	Unknown	689	4.913668	5.15496	5.286602	520.3332	231061.734375	1101311.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	318.1411	520.33319:262599 521.33673:70877 522.1701:2657 522.33905:12429 525.28876:39448	
6	Unknown	696	5.096497	5.206202	5.425611	174.1853	457370.5625	2280261.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9147.411	173.96111:48783 173.97208:12458 173.99802:3077 174.0762:21974 174.18535:542894 174.19093:3418 174.96892:409427 174.97444:4620 175.04523:20473 175.0793:2808 175.18874:48006 175.97212:21159 175.98543:2672 175.99748:4602 176.09187:21454 176.18939:2895 176.96942:26516 176.98434:5729 176.98885:2449 177.00746:3139 177.03391:266356 177.09387:3179 177.61951:2281 177.96722:15320 177.99239:86314 178.03728:13548 178.96481:9306 178.99203:2607 178.99568:3615 179.00014:9459 179.07086:2367	
7	Unknown	697	5.001373	5.213473	5.410932	231.0652	81479.265625	340534.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1629.585	231.06525:94856 232.04924:9969 232.06844:10081 233.0598:2954 234.01888:3147 234.02582:6105 234.70795:2555 234.94839:2495 234.99005:7198 235.01402:11426 235.0251:3298 235.1694:3353 236.02165:119000	
8	Unknown	718	5.264667	5.367057	5.462177	564.3596	168282.0625	732475.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	284.4897	564.35962:191527 565.3631:40187 566.36365:9174 567.29425:2808 569.31519:22494	
9	Unknown	727	5.235407	5.432873	5.549903	232.1908	131710.75	556903.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2634.215	232.04919:8584 232.19077:152724 233.1942:17672 233.98267:3756 234.01884:4797 234.02678:3916 234.98959:3726 235.01399:8646 235.02438:3845 236.02165:123280 236.99583:3838 237.02515:7429 237.10971:2848	
10	Unknown	745	5.330483	5.56453	5.703496	608.3857	119817.40625	492521.09375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	212.3466	608.38568:141936 609.38898:33952 610.39093:6903 613.34143:16302	
11	Unknown	753	5.410932	5.623042	5.87169	234.2065	142983.75	655697.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2859.675	234.01901:4353 234.02628:4758 234.20648:150092 234.99034:6516 235.01367:7230 235.16901:5189 235.20984:20725 236.02162:107056 237.02524:7525 238.02206:22745 239.02037:7926 239.08949:5163 239.14899:4935	
12	Unknown	764	5.593771	5.703496	5.776627	273.1673	103105.5703125	763398.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.28139	272.93689:10299 273.16727:111274 274.17081:12399 276.95831:2572 277.07367:4692	
13	Unknown	766	5.484068	5.718153	6.025275	185.1149	126678.765625	1992713.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74.77036	185.11487:141374 185.82164:2420 186.11827:10440 186.95844:3092 186.99393:1989 187.00514:8053 187.04523:2580 187.06544:2683 187.43732:2538 188.09152:6862 189.03398:4355 190.00113:9867	
14	Unknown	827	5.966767	6.164232	6.39096	331.2593	140145.765625	538006.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2802.915	331.00229:4638 331.17328:17842 331.25934:175951 332.26248:26279 333.26535:3419 335.91412:2463	
15	Unknown	828	5.966767	6.171546	6.28125	207.1592	129679.90625	462543.53125	null	[M+H]+	M + 0	similar chromatogram in higher mz_16	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	258.7006	206.99512:32217 207.15916:157149 207.79506:2144 207.99858:4048 208.16258:17139 208.99538:14297 209.15442:2917 210.99097:7573 211.39716:2178 211.97719:9402 212.06143:2183	
16	Unknown	828	5.952138	6.171546	6.332445	229.1411	180058.25	655087.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	157.6591	229.11847:16267 229.14111:207418 230.1021:2710 230.14464:14892 230.50529:2382 232.04944:13668 232.19072:11660 233.07831:3868 233.95938:2705 233.98193:2733 234.01917:4486 234.02641:6417	
17	Unknown	840	6.05453	6.259343	6.361698	243.0878	159137.421875	604186.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	233.8078	243.03137:3687 243.08778:177823 244.09113:24487 246.24129:2747 247.14433:6116 248.02168:29201	
18	Unknown	891	6.449512	6.632352	6.793201	341.2437	153741.84375	739362.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36.46385	340.99701:2262 341.24371:167667 342.24719:29415 343.24911:2712 344.22784:2861 344.87711:3375 345.18842:6292	
19	Unknown	910	6.515286	6.77126	7.071288	246.2428	391870.96875	1911860.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7837.419	246.2428:456820 246.74315:2424 247.01399:2436 247.24608:73710 248.02153:32245 248.2495:4047 250.022:5962 250.99971:2855 251.12598:3102 251.14128:5571 251.16289:2752	
20	Unknown	930	6.66892	6.917547	7.239442	202.2166	196506.6875	1008161.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3930.134	201.99295:25738 202.2166:223093 202.99254:3101 203.02283:8577 203.21999:26481 204.04326:2174 204.07175:9439 205.9873:17249 206.10228:3356 206.995:27113	
21	Unknown	933	6.844397	6.939485	7.085745	275.055	208348.78125	1083577.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	295.553	275.05499:224078 276.05844:26571 277.0589:3429 278.95367:9198 279.15985:4458	
22	Unknown	961	7.041863	7.144303	7.28321	227.1254	268833.875	1282335.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	214.16	227.12544:289360 228.12874:26971 229.1185:20299 229.97308:2851 231.08478:2714 231.159:3868 232.04927:18191	
23	Unknown	976	7.144303	7.254012	7.575888	275.0551	128323.8046875	964098.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	186.2339	275.05508:141156 275.69565:2466 276.05859:20083 278.95404:13956 279.15933:3930	
24	Unknown	1013	7.319778	7.524562	7.700085	325.2487	359812.09375	1389705.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	616.0362	325.24869:443968 326.25204:76153 327.00824:13677 327.21457:8870 327.2558:4293 328.21823:3770 328.33734:2359 329.0054:14770	
25	Unknown	1013	7.239442	7.524562	7.773227	347.2307	197698.078125	758520	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	301.717	347.23071:249232 348.2341:37543 348.99026:5771 349.23871:2950 350.98743:4640	
26	Unknown	1026	7.546558	7.619702	7.831735	213.1461	182393.328125	1039690.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	100.4227	213.10262:5254 213.14612:178074 214.08963:5153 214.14949:20885 214.18016:8962 215.97351:2487 216.07123:3151 216.08675:4027 217.0665:3522 218.10239:9646	
27	Unknown	1042	7.378294	7.736653	8.021932	259.06	5979056	27294072	null	[M+H]+	M + 0	similar chromatogram in higher mz_29	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10648.21	259.01038:3931 259.01306:2684 259.02295:7542 259.02539:5667 259.0386:12422 259.04144:7084 259.05106:40953 259.05997:6216222 259.0748:16909 259.07794:12349 259.08743:11944 259.09402:5121 259.09973:10425 259.12589:3161 259.12817:3569 259.54483:5516 260.05133:3203 260.0542:6359 260.06332:966101 260.0712:9283 261.06363:44502 261.12997:2799 261.90164:2168 262.02194:3130 262.06717:5602 262.98138:6658	
28	Unknown	1042	7.451422	7.736653	7.963373	260.0633	906622.4375	4094604	null	[M+H]+	M + 1	isotope of 27	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18132.45	260.05133:3203 260.0542:6359 260.06332:966101 260.0712:9283 261.06363:44502 261.12997:2799 261.90164:2168 262.02194:3130 262.06717:5602 262.98138:6658	
29	Unknown	1042	7.517251	7.736653	7.875667	345.0055	186026.78125	854878.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3720.536	345.00552:201399 345.0878:9009 346.00903:30922 346.26691:2319 347.00586:61646 348.01031:8523 349.00116:19535	
30	Unknown	1047	7.700085	7.773227	7.9488	149.0233	495969.21875	2492454	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	131.8989	148.95421:4296 148.97433:124371 148.97766:3713 149.01889:11834 149.02332:593453 149.09628:2870 149.97217:26683 149.9776:4164 150.02667:55463 150.96976:36642 151.02733:2371 151.0753:2787 151.1118:6320 152.04729:13502 152.06204:4978 152.96732:7350 153.0547:2664 153.0657:7736 153.12741:5886 153.67944:2000 153.97873:6350	
31	Unknown	1047	7.685458	7.773227	7.897552	177.0546	201666	827743.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	212.8557	176.61031:2187 176.96925:15763 177.03383:15270 177.04243:2151 177.0546:233281 177.05891:3264 177.06137:2491 177.1274:4184 177.96713:3067 177.99229:40915 178.05797:30628 178.96466:6081 179.00011:15577 180.97835:12952 181.00046:29283 181.04947:19614 181.08296:4374	
32	Unknown	1047	7.700085	7.773227	7.999942	245.0784	248899.078125	1089132.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	230.0912	245.0784:310617 245.11293:5009 246.08167:42519 248.02162:28997 250.02203:10015	
33	Unknown	1064	7.802523	7.897552	8.073076	158.154	102585.4765625	464795.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	168.1525	157.97469:67005 158.08122:16794 158.15398:112338 158.17355:2315 158.9725:4376 158.99651:102873 159.01291:6269 159.15735:11675 159.97009:25069 159.99989:4597 160.06064:3876 160.09663:2703 161.09605:4289 161.43102:2049 161.96773:2797 162.0761:11561 162.11252:3052 163.02797:4782 163.03914:9992 163.06021:3591 163.07523:3474 163.12309:15966	
34	Unknown	1065	7.648888	7.904865	8.160842	274.2742	332119	1729710.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6642.38	274.27417:348356 275.20078:36781 275.27753:65082 276.20425:7635 276.28079:2871 277.14005:2234 278.95435:14128 279.23184:3268	
35	Unknown	1065	7.817101	7.904865	7.970686	351.2145	161847.40625	555709.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	67.61128	350.98724:8725 351.21451:188464 352.21783:34429 352.99957:4642 354.9408:4596 355.07047:6307	
36	Unknown	1073	7.700085	7.963373	8.219348	244.2634	113001.140625	744715.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2260.023	244.26344:130680 245.07835:9794 245.1134:3372 245.26663:15155 247.01294:2998 248.02139:23989	
37	Unknown	1082	7.787848	8.029202	8.255934	230.2479	140849.046875	773205.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2816.981	230.1021:3665 230.24788:150583 231.2511:20233 232.04901:18249 233.95929:2927 234.01915:2951 234.0262:4299 234.39275:2245 235.16943:5639	
38	Unknown	1084	7.912338	8.043823	8.212037	516.3745	90211.4140625	605651.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1777.676	516.37451:88107 517.37775:22366 518.06396:2728 518.80951:2959 521.33008:17129	
39	Unknown	1085	7.802523	8.051137	8.314487	340.3575	165559.8125	1185189.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	115.8355	340.35754:188775 341.22989:3914 341.36081:39750 342.36435:7076 344.98401:3327 345.08743:9254	
40	Unknown	1101	8.007255	8.168215	8.336371	180.1746	87931.578125	287820.875	null	[M+H]+	M + 0	similar chromatogram in higher mz_41; similar chromatogram in higher mz_42; similar chromatogram in higher mz_43	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1758.632	180.17459:103211 180.97833:16769 181.00044:36367 181.08293:3985 181.15846:15906 181.17789:10889 182.99588:13016 183.30479:2562 183.74258:2282 185.11462:17182	
