PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	657	4.613343	4.920513	5.125295	476.3069	131918.890625	868310.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	133.8567	476.30688:141166 477.31049:33192 478.3129:5952 481.26242:27148	
1	Unknown	678	4.847377	5.0741	5.271574	218.2116	272239.40625	1308514.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5444.788	217.98695:5798 217.99539:3403 218.10248:10051 218.21159:318117 218.99512:65317 219.01778:8342 219.03156:3019 219.21489:35213 220.00348:2566 220.04933:52437 220.1176:2695 220.99533:9343 221.05298:3661 221.99359:3682 222.11241:10081 222.99069:2742 223.02194:3728	
2	Unknown	687	4.891262	5.13993	5.38128	188.201	143891.703125	812820.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2877.834	188.00067:6505 188.09187:5399 188.20102:172441 189.20432:16824 190.00098:10197 190.10727:3154 191.0229:6633 191.04953:7181 191.1432:2329 191.99644:2938 192.96169:19331 192.97964:7045	
3	Unknown	689	4.891262	5.154548	5.271574	520.3332	161713.03125	807260.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	227.671	520.33319:173388 521.33685:33245 522.3382:7214 522.80151:3297 525.28839:20976	
4	Unknown	698	4.920513	5.220493	5.534915	174.1854	579496.9375	2945011.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11589.94	173.96115:37954 173.97183:11536 173.99817:4380 174.02937:2490 174.0762:26553 174.17812:3440 174.18037:4152 174.18538:656489 174.96381:5286 174.96895:513028 174.97342:4058 174.99045:2604 175.00493:2559 175.03651:2446 175.04527:19315 175.18875:65141 175.25055:2462 175.97202:24801 175.99733:4156 176.09186:17474 176.18883:2465 176.9693:28909 176.98463:4191 176.9895:8328 177.03392:249201 177.03828:2384 177.0547:2212 177.96716:15327 177.99239:85779 178.03728:15854 178.96477:9781 178.99579:6987 179.00018:22082	
5	Unknown	718	5.088727	5.36665	5.55692	564.3596	145002.796875	655360.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	263.0679	564.35956:155415 564.57916:2301 564.64111:2515 565.36279:47662 566.36591:6005 566.93793:2269 568.13391:3654 568.89661:2704 569.31494:17926	
6	Unknown	745	5.322765	5.56411	5.746955	608.3857	106290.9765625	443951	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	172.948	608.38574:118999 609.38916:39318 610.39185:3972 613.18762:2470 613.33997:12833	
7	Unknown	828	5.980993	6.171145	6.383238	331.2593	194329.046875	756234.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3886.581	331.00232:4158 331.17282:14005 331.25928:212970 332.26257:38411 332.93521:3710 333.26627:4100 335.06427:2573	
8	Unknown	829	5.951733	6.178463	6.427118	207.1591	122199.3359375	439362.90625	null	[M+H]+	M + 0	similar chromatogram in higher mz_9; similar chromatogram in higher mz_7	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	256.2221	206.99504:42177 207.15909:167269 207.17514:2665 207.99826:2960 208.16255:12097 208.20988:2086 208.99538:16264 209.97685:2229 209.99298:3236 210.9904:3166 211.09386:3569 211.97711:13719	
9	Unknown	829	6.061558	6.178463	6.37597	229.141	115478.421875	417813.15625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	158.6174	229.11826:15045 229.14104:139292 230.10222:4582 230.14439:14316 232.04919:13670 232.19069:18932 232.23979:2365 234.01878:4393 234.02654:8293	
