PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	656	4.650002	4.913335	5.030302	476.3058	106317.1015625	608040.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.7875	476.30585:113580 477.30927:24682 478.31171:4240 478.47314:2453 479.38388:2768 481.26105:29540	
1	Unknown	666	4.730494	4.986474	5.279013	218.2111	809801.375	3507095.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16196.03	217.98714:3039 218.10205:39873 218.13849:15851 218.20349:3222 218.21109:982435 218.21886:4366 218.99495:6691 219.01726:13809 219.10446:3876 219.13763:5348 219.17351:2944 219.20796:3564 219.2144:130685 220.04886:96974 220.21832:8823 220.99489:4601 221.02026:2405 221.05217:6050 221.11702:12022 221.15277:2960 221.28404:2667 222.12032:2839 223.0936:33053 223.13297:7997	
2	Unknown	666	4.796268	4.986474	5.213147	219.2144	105618.3359375	430620.25	null	[M+H]+	M + 1	isotope of 1	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	207.9869	218.99495:6691 219.01726:13809 219.10446:3876 219.13763:5348 219.17351:2944 219.20796:3564 219.2144:130685 220.04886:96974 220.21832:8823 220.99489:4601 221.02026:2405 221.05217:6050 221.11702:12022 221.15277:2960 221.28404:2667 222.12032:2839 223.0936:33053 223.13297:7997 224.04126:3212	
3	Unknown	686	4.898662	5.132741	5.395983	174.1849	202220.625	881882.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4044.413	173.96074:45228 173.97154:7924 173.99773:4668 174.07591:27476 174.18494:219456 174.96851:117476 175.04492:28262 175.11147:7818 175.18834:21125 175.76746:2148 175.97186:6818 175.99675:5335 176.04604:2426 176.09151:27985 176.96892:26177 176.98883:9376 177.00697:5209 177.03351:122058 177.04245:3232 177.09093:5875 177.09479:3738 177.12715:3045 177.96669:8190 177.99199:106160 178.0369:5325 178.96423:11435 178.98431:3338 179.10643:14821	
4	Unknown	689	4.920599	5.154645	5.279013	520.3322	107806.1875	511578.21875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	188.7202	520.33221:108300 521.33563:29124 522.33582:7325 525.28741:26499 525.31183:2387	
5	Unknown	715	4.927912	5.344787	5.534988	303.1773	82880.5859375	873792.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	83.89259	303.14035:3202 303.17734:89083 304.18069:13045 304.21167:8340 305.13522:4470 306.15436:3475 306.1908:5439 307.11487:14375 307.15103:18838 308.0665:12382	
6	Unknown	718	5.147332	5.366734	5.505685	564.358	96400.53125	403716.15625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	141.0485	564.35803:117468 565.36169:26563 565.94397:2382 566.36121:3184 567.30322:2954 567.67548:2908 569.31311:20510	
7	Unknown	745	5.352149	5.5642	5.637338	608.3844	69812.4375	253285.171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	126.8835	608.3844:83293 609.3869:20512 613.33997:16947	
8	Unknown	748	5.447176	5.586135	5.754396	329.1566	131391.046875	1367311.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.86427	329.00458:14806 329.15659:141615 330.1601:20207 330.19009:4604 330.22736:5838 331.00153:6847 332.17017:3670 332.20682:7408	
9	Unknown	755	5.49842	5.637338	5.776295	295.1511	161596.078125	1733219.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.65702	295.11462:11074 295.15112:175067 296.15439:26170 297.13052:11668 297.16891:10966 299.07431:3076 299.10959:15701 299.1488:5189	
